entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
GOBERNACION DE CALDAS,890801052,Caldas,No Definido,Territorial,Centralizada,CO1.REQ.2182503,SAMC-SP-036-2021,700613011,CO1.BDOS.2122556,Adquisición y configuración de elementos de hardware y software para la implementación de un sistema de respaldo de información de datos (Backup) en línea y despliegue en un sitio alterno Nube,"Adquisición y configuración de elementos de hardware y software para la implementación de un sistema de respaldo de información de datos (Backup) en línea y despliegue en un sitio alterno Nube (IaaS - Cloud Computing) que permitan la recuperación y continuidad del negocio ante desastres para la Gobernación de Caldas, asi mismo dicha infraestructura a suministrar deberá de ser compatible con la infraestructura tecnológica actual de la entidad",,,,,,,,,162572493,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,111,día(s),2021-08-19T00:00:00.000,2021-08-19T00:00:00.000,,Manizales,SECRETARIA DE PLANEACION (SP),0,0,0,0,0,0,0,0,0,Cancelado,0,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.43233415,Cerrado,Suministros,No Definido,"V143201800, V181112000, V183121603",https://community.secop.gov.co/STS/Users/Login/Index,700613011,No Definido
ALCALDIA DISTRITAL BARRANCABERMEJA,890201900,Santander,No Definido,Territorial,Centralizada,CO1.REQ.7020900,CONTRATO 3746-24,702270372,CO1.BDOS.6890282,CONTRATO PRESTACION DE SERVICIOS PROFESIONALES,"PRESTACIÓN DE SERVICIOS COMO TRABAJADORA SOCIAL PARA BRINDAR APOYO Y ACOMPAÑAMIENTO A LOS DIFERENTES PROGRAMAS Y ACTIVIDADES DESARROLLADOS EN LA SECRETARIA DE ADULTO MAYOR, JUVENTUD E INCLUSIÓN SOCIAL DE LA ALCALDÍA DISTRITAL DE BARRANCABERMEJA.",Presentación de oferta,2024-10-16T00:00:00.000,2024-10-16T00:00:00.000,,,,,2024-10-16T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),,,,No Aplica,SECRETARIA TALENTO HUMANO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85121701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6900744,702270372,Presentación de oferta
EMPRESA SOCIAL DEL ESTADO MIGUEL BARRETO LOPEZ,813004018,Huila,Tello,Territorial,Centralizada,CO1.REQ.7281542,PS-099-2024,704195114,CO1.BDOS.7145830,GREMIO ASISTENCIAL Y ADMINISTRATIVO DE LA SALUD GREADSA,PRESTACIÓN DE LOS SERVICIOS DE SALUD A TRAVÉS DE LOS PROCESOS Y SUBPROCESOS ASISTENCIALES NECESARIOS PARA LA EJECUCIÓN DE LOS PROGRAMAS DEL PLAN DE INTERVENCIONES COLECTIVAS A CARGO DE LA ESE MIGUEL BARRETO LÓPEZ,Presentación de oferta,2024-12-05T00:00:00.000,2024-12-05T00:00:00.000,,,,,2024-12-05T00:00:00.000,56859000,Contratación régimen especial,Regla aplicable,3,Mes(es),,,,Tello,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7165337,704195114,Presentación de oferta
HOSPITAL CENTRAL DE LA POLICIA,830067597,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2978645,PN HOCEN LI 002 2022 (Presentación de oferta),702547704,CO1.BDOS.2863562,SUMINISTRO DE ELEMENTOS DE OSTEOSÍNTESIS Y REEMPLAZOS ARTICULARES PARA EL SERVICIO DE ORTOPEDIA DEL HOSPITAL CENTRAL DE LA POLICÍA NACIONAL (Presentación de oferta),SUMINISTRO DE ELEMENTOS DE OSTEOSÍNTESIS Y REEMPLAZOS ARTICULARES PARA EL SERVICIO DE ORTOPEDIA DEL HOSPITAL CENTRAL DE LA POLICÍA NACIONAL,Presentación de oferta,2022-04-12T00:00:00.000,2022-04-12T00:00:00.000,,,,,2022-04-12T00:00:00.000,2308400196,Licitación pública,Ley 1150 de 2007,240,día(s),2022-05-04T00:00:00.000,2022-05-04T00:00:00.000,2022-05-05T00:00:00.000,Bogotá,GRUPO DE CONTRATOS HOSPITAL CENTRAL POLICIA NACIONAL,0,0,37,0,20,0,0,20,25,Seleccionado,70,Si,CO1.AWD.1319550,704700137,Distrito Capital de Bogotá,No Definido,2022-06-29T00:00:00.000,10500000,OSCAR JAVIER BELTRAN RODRIGUEZ,DIPROMEDICOS SAS,No Definido,V1.42322100,Cerrado,Suministros,No Definido,"V142321500, V142321700, V142321800, V142321900, V142322000, V142322200",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2904668,702547704,Adjudicado
E.S.E HOSPITAL SAN AGUSTIN DE FONSECA LA GUAJIRA,892170002,La Guajira,Fonseca,Territorial,Centralizada,CO1.REQ.8965822,OPS-1123 DE 2025,713820157,CO1.BDOS.8806438,EYELIS ESMERALDA BARRERA MONTOYA,PRESTAR SERVICIOS COMO ENFERMERA JEFE DE LA E.S.E HOSPITAL SAN AGUSTÍN DE FONSECA  LA GUAJIRA,Fase de ofertas,2025-09-24T00:00:00.000,2025-09-24T00:00:00.000,,,,,2025-09-24T00:00:00.000,6600000,Contratación régimen especial,Decreto 092 de 2017,90,día(s),,,,Fonseca,ENFERMERAS,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8831813,713820157,Fase de ofertas
HOSPITAL DEPARTAMENTAL FELIPE SUAREZ E.S.E,890801026,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.2042390,RH200.7.2.46,704660760,CO1.BDOS.1987096,HERNAN PEÑA TOLOSA,CONTINUACIÓN AL PROCESO DE CONCILIACIÓN DE APORTES PATRONALES Y APOYO EN EL ENVIO DE LOS INFORMES DEL AREA FINANCIERA,Presentación de oferta,2021-05-20T00:00:00.000,2021-05-20T00:00:00.000,,,,,2021-05-20T00:00:00.000,15000000,Contratación régimen especial,Regla aplicable,180,día(s),,,,Salamina,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101700,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1986461,704660760,Presentación de oferta
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,899999034,Norte de Santander,Cúcuta,Nacional,Centralizada,CO1.REQ.8309114,PSP-NDS-CIES-0159-2025,700861115,CO1.BDOS.8162759,INSTRUCTOR DE LA RED AMBIENTAL,54_9537_708 y 54_9537_709 Prestar los servicios personales de carácter temporal para planear y orientar la formación profesional integral que programe el centro de formación en la red de conocimiento AMBIENTAL en sus diferentes niveles y modalidades.,Presentación de oferta,2025-05-26T00:00:00.000,2025-05-26T00:00:00.000,,,,,2025-05-26T00:00:00.000,62553350,Contratación directa,Servicios profesionales y apoyo a la gestión,204,día(s),,,,No Aplica,CENTRO DE LA INDUSTRIA LA EMPRESA Y LOS SERVICIOS- CIES,0,0,0,0,0,0,0,0,2,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8196214,700861115,Presentación de oferta
GOBERNACION DEL QUINDIO ARMENIA,890001639,Quindío,Armenia,Territorial,Centralizada,CO1.REQ.9305468,SAL-PSP-3958-2025,702948183,CO1.BDOS.9139275,PRESTACIÓN DE SERVICIOS PROFESIONALES ORIENTADOS A BRINDAR APOYO TÉCNICO Y OPERATIVO EN LA EJECUCIÓN DE LAS ACTIVIDADES ANALÍTICAS Y DE VIGILANCIA EPIDEMIOLÓGICA DESARROLLADAS EN LAS ÁREAS DE MICROBIO,PRESTACIÓN DE SERVICIOS PROFESIONALES ORIENTADOS A BRINDAR APOYO TÉCNICO Y OPERATIVO EN LA EJECUCIÓN DE LAS ACTIVIDADES ANALÍTICAS Y DE VIGILANCIA EPIDEMIOLÓGICA DESARROLLADAS EN LAS ÁREAS DE MICROBIOLOGÍA CLÍNICA Y PARASITOLOGÍA DEL LABORATORIO DE SALUD PÚBLICA DEL DEPARTAMENTO DEL QUINDÍO,Presentación de oferta,2025-11-20T00:00:00.000,2025-11-20T00:00:00.000,,,,,2025-11-20T00:00:00.000,3453333,Contratación directa,Servicios profesionales y apoyo a la gestión,28,día(s),,,,No Aplica,CD-SECRETARIA DE SALUD,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9164292,702948183,Presentación de oferta
ESE MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA*,8320017942,Cundinamarca,Soacha,Territorial,Centralizada,CO1.REQ.3417223,504-2022,704756378,CO1.BDOS.3297577,A Y C LOGISTICA EN SALUD SAS,"Prestación de servicios profesionales de apoyo en la coordinación integral de las áreas de facturación y cartera, auditoría de cuentas médicas y parametrización de dinámica la E.S.E Municipal de Soacha Julio Cesar Peñaloza, quien desarrollara actividades de apoyo propiamente de la Gerencia",Presentación de oferta,2022-09-28T00:00:00.000,2022-09-28T00:00:00.000,,,,,2022-09-28T00:00:00.000,39603200,Contratación régimen especial,Decreto 092 de 2017,4,Mes(es),,,,Soacha,SUBGERENCIA ADMINISTRATIVA Y FINANCIERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93151501,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3331885,704756378,Presentación de oferta
MINISTERIO DE MINAS Y ENERGIA,899999022,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4159811,CD-335-2023,700077019,CO1.BDOS.4063393,Prestar servicios profesionales para apoyar desde el componente ambiental el seguimiento y evaluación de las decisiones de planificación territorial con grupos de interés; así como los procesos de art,"Prestar servicios profesionales para apoyar desde el componente ambiental el seguimiento y evaluación de las decisiones de planificación territorial con grupos de interés, así como los procesos de articulación con PDET",Presentación de oferta,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,,,,,2023-02-23T00:00:00.000,36800000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,Bogotá,Gestión contractual,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.77101504,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4065652,700077019,Presentación de oferta
HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,891200528,Nariño,No Definido,Territorial,Centralizada,CO1.REQ.5522581,0335-CDPS-2024-PRESTACION DE SERVICIOS,703235655,CO1.BDOS.5405116,ROBERTO EDUARDO FREIRE BURBANO,"Contratar la prestación de servicios de un Ingeniero de Sistemas para apoyar y  asistir los procesos relacionados con la planeación de la gestión de la Tecnología y sistemas de información en los temas que son competencia de esta dependencia para garantizar una gestión, eficiente, eficaz y transparente en el marco de la normatividad vigente para la organización.",Presentación de oferta,2024-01-11T00:00:00.000,2024-01-11T00:00:00.000,,,,,2024-01-11T00:00:00.000,13234800,Contratación régimen especial,Regla aplicable,120,día(s),,,,Pasto,Oficina de Talento Humano,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5419715,703235655,Presentación de oferta
EMPRESA DE SERVICIOS PUBLICOS SERVIPULI S.A. E.S.P.,900267885,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.7420131,CONTRATO 001-2025,704825587,CO1.BDOS.7283592,PRESTACION DE SERVICIOS PROFESIONALES COMO CONTADOR,No definido,Presentación de oferta,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,,,,,2025-01-08T00:00:00.000,3150000,Contratación régimen especial,Regla aplicable,52,día(s),,,,Pulí,PROYECTOS Y PROGRAMAS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80101704,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7301314,704825587,Presentación de oferta
EFR SAS,900403616,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.4532877,EFR-108-2023,702375551,CO1.BDOS.4431175,Prestar servicios profesionale s de apoyo a la Dirección Técnica de la Empresa Férrea Regional S.A.S; en la organizació n y levantamien to de insumos relacionado s con el componente socioeconómico,"Prestar servicios profesionale s de apoyo a la Dirección Técnica de la Empresa Férrea Regional S.A.S, en la organizació n y levantamien to de insumos relacionado s con el componente socioeconó mico de los planes de reasentamie nto de los proyectos a cargo de la entidad",Presentación de oferta,2023-05-17T00:00:00.000,2023-05-17T00:00:00.000,,,,,2023-05-17T00:00:00.000,35969920,Contratación directa,Servicios profesionales y apoyo a la gestión,215,día(s),,,,No Aplica,DIRECCIÓN DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80101602,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4437588,702375551,Presentación de oferta
E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,891180026,Huila,Garzón,Territorial,Centralizada,CO1.REQ.709919,CONT. 092-2019,701666380,CO1.BDOS.688509,Prestación de servicios de vigilancia privada,"prestación de servicios de vigilancia privada fija en los diferentes inmuebles y sedes de la E.S.E., garantizar la seguridad de sus instalaciones, equipos y todos los bienes que integra la entidad de manera eficaz y oportuna",Presentación de oferta,2019-01-22T00:00:00.000,2019-01-22T00:00:00.000,,,,,2019-01-22T00:00:00.000,32152279,Contratación régimen especial,Regla aplicable,1,Mes(es),,,,No Aplica,UnidadContratacion,0,0,0,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.92121504,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.677804,701666380,Presentación de oferta
COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6869930,CCENEG-077-01-2024 (Presentación de oferta),700037070,CO1.BDOS.6447872,Acuerdo Marco de Aseo y Cafeteria V (Presentación de oferta),Establecer: (i) las condiciones para la contratación del Servicio Integral de Aseo y Cafetería al amparo del Acuerdo Marco; (iI) las condiciones en las cuales las Entidades Compradoras se vinculan al Acuerdo Marco y adquieren el servicio Integral de Aseo y Cafetería; y (iii) las condiciones para el pago del Servicio Integral de Aseo y Cafetería por parte de las Entidades Compradoras,Presentación de oferta,2024-09-19T00:00:00.000,2024-09-19T00:00:00.000,,,,,2024-09-19T00:00:00.000,0,Licitación Pública Acuerdo Marco de Precios,"Artículo 49, Decreto 1510 de 2013",2,Año(s),2024-11-05T00:00:00.000,2024-11-05T00:00:00.000,2024-11-05T00:00:00.000,No Aplica,Unidad de Contratación Negocios,0,0,339,0,76,8,0,68,28,Seleccionado,70,Si,CO1.AWD.2105928,729135095,No Definido,Bogotá,,1,Luis Fajardo,UNION TEMPORAL PLUS 5G,No Definido,V1.70111700,Cerrado,Acuerdo Marco de Precios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6753847,700037070,Adjudicado
ESE HOSPITAL MANUEL URIBE ANGEL,890906347,Antioquia,No Definido,Territorial,Centralizada,CO1.REQ.778119,AF-246-2019,703949024,CO1.BDOS.756118,WORLD MEDICAL S.A.S,DEPOSITO Y POSTERIOR SUMINISTRO DE MATERIAL MEDICO QUIRURGICO,Presentación de oferta,2019-02-20T00:00:00.000,2019-02-20T00:00:00.000,,,,,2019-02-20T00:00:00.000,50000000,Contratación régimen especial,Regla aplicable,237,día(s),,,,Envigado,PUBLICACION CONTRATOS,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.42192600,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.746527,703949024,Presentación de oferta
INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SAN ANTONIO,900023006,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.4261505,011 DE 2022,706594645,CO1.BDOS.4163572,EQUIPO DE AYUDA AUDIOVISUAL,COMPRA DE TELEVISOR CON SOPORTE CON DESTINO A LAS SEDES DE LA IED SAN ANTONIO DE TAUSA,Presentación de oferta,2023-06-01T00:00:00.000,2023-06-01T00:00:00.000,,,,,2023-06-01T00:00:00.000,4000000,Contratación régimen especial,Decreto 092 de 2017,8,día(s),,,,Tausa,RECTORÍA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,UNSPECIFIED,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4506293,706594645,Presentación de oferta
ALCALDIA DE FLORIDABLANCA,890205176,Santander,Floridablanca,Territorial,Centralizada,CO1.REQ.8782149,FLO-CONT-CD-1597-2025,704323831,CO1.BDOS.8626406,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO FISIOTERAPEUTA PARA APOYAR EL SEGUIMIENTO AL PROCESO DE CERTIFICACION DE LA POBLACION CON DISCAPACIDAD A TRAVES DE ASISTENCIA TÉCNICA EN TEMAS RELACIONADOS C,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO FISIOTERAPEUTA PARA APOYAR EL SEGUIMIENTO AL PROCESO DE CERTIFICACION DE LA POBLACION CON DISCAPACIDAD A TRAVES DE ASISTENCIA TÉCNICA EN TEMAS RELACIONADOS CON LA PARTICIPACIÓN SOCIAL Y PROMOCIÓN SOCIAL EN INSTITUCIONES PARA FORTALECER LOS DERECHOS Y DEBERES DE LA CIUDADANÍA,Presentación de oferta,2025-08-22T00:00:00.000,2025-08-22T00:00:00.000,,,,,2025-08-22T00:00:00.000,16000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,Floridablanca,ALCALDÍA DE FLORIDABLANCA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8649274,704323831,Presentación de oferta
AGUAS NACIONALES EPM S.A E.S.P.,8301124646,Antioquia,Bello,Territorial,Centralizada,CO1.REQ.4202523,CM-2023-00001,718217847,CO1.BDOS.4106138,Servicio de mantenimiento preventivo de 4.000 horas para Turbinas marca SOLAR referencia TAURUS 60 de la PTAR de Bello,Servicio de mantenimiento preventivo de 4.000 horas para Turbinas marca SOLAR referencia TAURUS 60 de la PTAR de Bello,Presentación de oferta,2023-03-02T00:00:00.000,2023-03-02T00:00:00.000,,,,,2023-03-02T00:00:00.000,1,Contratación régimen especial,Regla aplicable,60,día(s),,,,Bello,0851 - Contratación Aguas Nacionales EPM S.A ESP,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72154300,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4107051,718217847,Presentación de oferta
E.S.E HOSPITAL SAN AGUSTIN DE FONSECA LA GUAJIRA,892170002,La Guajira,Fonseca,Territorial,Centralizada,CO1.REQ.8975265,OPS-1164 DE 2025,713820157,CO1.BDOS.8815750,LUZ MARY GENECCO BRITO,PRESTAR SERVICIOS COMO AUXILIAR EN EL ÁREA DE ODONTOLOGÍA DE LA E.S.E HOSPITAL SAN AGUSTÍN DE FONSECA  LA GUAJIRA,Presentación de oferta,2025-09-25T00:00:00.000,2025-09-25T00:00:00.000,,,,,2025-09-25T00:00:00.000,6200000,Contratación régimen especial,Decreto 092 de 2017,120,día(s),,,,Fonseca,AUXILIAR DE ODONTOLOGIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8840957,713820157,Presentación de oferta
GOBERNACION DE NARIÑO,800103923,Nariño,Pasto,Territorial,Centralizada,CO1.REQ.3933977,GN0393-2023,700694045,CO1.BDOS.3838904,CONTRATO PRESTACION DE SERVICIOS PROFESIONALES- PDA,"EL/LA CONTRATISTA se compromete con el Departamento a prestar sus servicios Profesionales, en la Subsecretaría de Economía Regional y Agua Potable, Plan Departamental para el Manejo Empresarial de los Servicios de Agua y Saneamiento - PDA Nariño, especialmente en el seguimiento a los diferentes proyectos de ejecución del componente de Planeación y Desarrollo Institucional, lo anterior de conformidad con el estudio previo y la propuesta, documentos que hacen parte integral del contrato.",Presentación de oferta,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,,,,,2023-01-25T00:00:00.000,7946400,Contratación directa,Servicios profesionales y apoyo a la gestión,65,día(s),,,,Pasto,DEPARTAMENTO ADMINISTRATIVO DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111605,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3839639,700694045,Presentación de oferta
ALCALDIA LOCAL DE PUENTE ARANDA-FONDO DE DESARROLLO LOCAL,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.900401,ALPA-SAMC-014-2019,700553027,CO1.BDOS.864301,ACCIONES DE PREVENCION DEL BUEN TRATO,REALIZAR ACCIONES QUE PROMUEVAN EL BUEN TRATO INFANTIL Y PREVENGAN LOS DIFERENTES TIPOS DE VIOLENCIA A FIN DE CONTRIBUIR EN LA CONSTRUCCIÓN DE UNA SOCIEDAD MAS EQUITATIVA E IGUALDAD DE LA CALIDAD DE VIDA PARA UNA BOGOTÁ INCLUYENTE.,Clarification submission,2019-07-03T00:00:00.000,2019-07-03T00:00:00.000,,,,2019-07-03T00:00:00.000,,49484306,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,4,Mes(es),2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,Bogotá,CONTRATACIÓN FONDO DE DESARROLLO PUENTE ARANDA,0,0,60,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93141600,Cerrado,Prestación de servicios,No Definido,V186101700,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.868613,700553027,Clarification submission
HOSPITAL REGIONAL DE SOGAMOSO E.S.E,891855039,Boyacá,Sogamoso,Territorial,Centralizada,CO1.REQ.4090297,CONVOCATORIA 002-2023,702817677,CO1.BDOS.3995023,SUMINISTRO DE DIETAS ALIMENTARIAS,"CONTRATAR EL SUMINISTRO DE DIETAS ALIMENTARIAS LOS SIETE (7) DÍAS DE LA SEMANA, PARA LOS PACIENTES QUE DEMANDAN SERVICIOS DE HOSPITALIZACION, MEDICOS INTERNOS Y PERSONAL AUTORIZADO POR EL HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS REQUERIDAS POR EL HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO",Presentación de oferta,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,,,,,2023-02-13T00:00:00.000,680000000,Contratación régimen especial (con ofertas),Regla aplicable,8,Mes(es),2023-02-21T00:00:00.000,2023-02-22T00:00:00.000,2023-02-22T00:00:00.000,Sogamoso,UNIDAD DE CONTRATACIÓN,0,0,3,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1557006,704357144,No Definido,No Definido,2023-02-28T00:00:00.000,680000000,SHEYLA FANORY CAICEDO RINCON,SUMISERVI SAS,No Definido,V1.85151600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3996255,702817677,Presentación de oferta
