entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
REGIONAL DE ASEGURAMIENTO EN SALUD No. 4,805022186,Valle del Cauca,Cali,Nacional,Centralizada,CO1.REQ.3994235,PN RASES4 CD CPS 001/2023,702289612,CO1.BDOS.3898292,ROSE MARY FORERO RIVERA,PRESTACION DE SERVICIOS COMO TECNOLOGO ADMINISTRATIVO (A),Presentación de oferta,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,,,,,2023-02-02T00:00:00.000,21568845,Contratación directa,Servicios profesionales y apoyo a la gestión,329,día(s),,,,Cali,REGIONAL DE ASEGURAMIENTO EN SALUD No.4,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,V184111502,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3907089,702289612,Presentación de oferta
INSTITUTO NACIONAL DE SALUD,899999403,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.3386223,INS-RFI-OTIC001-2022,700927064,CO1.BDOS.3298346,DATA CENTER,"Invitación a cotizar para Estudio de Mercado dentro del proceso de contratación de una  Adquisición, instalación y puesta en funcionamiento de los elementos del proyecto de fortalecimiento de las capacidades de cómputo y red como solución integral para la modernización del Data Center del Instituto Nacional de Salud .",Presentación de oferta,2022-09-20T00:00:00.000,2022-09-20T00:00:00.000,,,,,2022-09-20T00:00:00.000,0,Solicitud de información a los Proveedores,No,0,día(s),2022-10-14T00:00:00.000,,2022-09-20T00:00:00.000,No Aplica,SECRETARIA GENERAL,6517,0,56,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72151500,Abierto,No,No Definido,"V126111600, V132131023, V139101600, V139101800, V139101900, V139121000, V139121100, V139121400, V139121500, V139121600, V139121700, V139121900, V139122100, V139122200, V140101500, V140101600, V140101700, V143191500, V143201600, V143201800, V143201900, V143202105, V143211700, V143212000, V143212200, V143221700, V143222500, V143222600, V143222625, V143222634, V143223300, V143223305, V143232800, V143232900, V145111802, V145121500, V146171622, V146191600, V172151200, V172151600, V172151605, V1721516",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3303153,700927064,Presentación de oferta
E.S.E HOSPITAL JORGE JULIO GUZMAN.,846003357,Putumayo,Puerto Guzmán,Territorial,Descentralizada,CO1.REQ.7165117,CD 773-2024,718665748,CO1.BDOS.7030785,CONTRATO DE PRESTACION DE SERVICIOS DE UN PROFESIONAL EN PSICOLOGIA PARA LOS EQUIPOS BASICOS EN SALUD DE LA ESE HOSPITAL JORGE JULIO GUZMAN,No definido,Presentación de oferta,2024-11-13T00:00:00.000,2024-11-13T00:00:00.000,,,,,2024-11-13T00:00:00.000,18000000,Contratación régimen especial,Regla aplicable,3,Mes(es),,,,Puerto Guzmán,Unidad Administrativa y Financiera HJJG,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85121608,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7043092,718665748,Presentación de oferta
DISAN-DMSOC,901540992,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.4432135,078-DISANEJC/DMSOC-2023,702958711,CO1.BDOS.4332208,SOLICITUD DE COTIZACION,SOLICITUD DE COTIZACION SUMINISTRO DE INSUMOS EN RADIOLOGIA,Presentación de oferta,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,,,,,2023-04-24T00:00:00.000,0,Solicitud de información a los Proveedores,No,2,día(s),2023-04-28T00:00:00.000,,2023-04-24T00:00:00.000,No Aplica,CONTRATACIÓN DMSOC 2026,148,0,8,0,1,0,0,1,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.42201800,Abierto,No,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4334195,702958711,Presentación de oferta
EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E.S.E,822006595,Meta,Villavicencio,Territorial,Centralizada,CO1.REQ.7102712,2195 DE 2024,700532039,CO1.BDOS.6970293,PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL EN EL HOSPITAL LOCAL DE CUMARAL DE LA ESE SOLUCION SALUD,PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL EN EL HOSPITAL LOCAL DE CUMARAL DE LA ESE SOLUCION SALUD,Presentación de oferta,2024-10-31T00:00:00.000,2024-10-31T00:00:00.000,,,,,2024-10-31T00:00:00.000,11000000,Contratación régimen especial,Regla aplicable,2,Mes(es),,,,Cumaral,CUMARAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6981081,700532039,Presentación de oferta
MUNICIPIO DE MANIZALES,890801053,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.2698391,2201190075,705412617,CO1.BDOS.2613865,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR A LA UNIDAD DE GESTIÒN DEL RIESGO EN LA EXPEDICIÓN DE TERMINOS DE REFERENCIA Y CONCEPTO DE VIABILIDAD PARA EVALUACIÓN EN DETALLE DE LAS AREAS EN SUELO,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR A LA UNIDAD DE GESTIÒN DEL RIESGO EN LA EXPEDICIÓN DE TERMINOS DE REFERENCIA Y CONCEPTO DE VIABILIDAD PARA EVALUACIÓN EN DETALLE DE LAS AREAS EN SUELOS DE DESARROLLO CONDICIONADO,Presentación de oferta,2022-01-20T00:00:00.000,2022-01-20T00:00:00.000,,,,,2022-01-20T00:00:00.000,160000000,Contratación directa,Servicios profesionales y apoyo a la gestión,329,día(s),,,,Manizales,UNIDAD DE GESTION DE RIESGO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93142006,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2625683,705412617,Presentación de oferta
E.S.E. HOSPITAL JOSE MARÍA HERNANDEZ,891200679,Putumayo,Mocoa,Territorial,Descentralizada,CO1.REQ.3176314,CTO-1411/2022,704742097,CO1.BDOS.3092007,CONTRATO DE PRESTACIÓN DE SERVICIOS PARA EL DESARROLLO DEL PROCESO ASISTENCIAL EN LA UNIDAD FUNCIONAL DE URGENCIAS; PARA LO CUAL SE REQUIERE LA DEMANDA DE 01 ENFERMERO PROFESIONAL,No definido,Presentación de oferta,2022-08-01T00:00:00.000,2022-08-01T00:00:00.000,,,,,2022-08-01T00:00:00.000,6200000,Contratación régimen especial,Regla aplicable,0,día(s),,,,Mocoa,OFICINA JURIDICA Y DE CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3093848,704742097,Presentación de oferta
ESENTTIA S.A.,800059470,Bolívar,Cartagena,Nacional,Centralizada,CO1.REQ.4299957,4100031968,719761322,CO1.BDOS.4202158,Termometro;0-300°C;Sens6 x1/4,"Termometro,0-300°C,Sens6 x1/4",Presentación de oferta,2023-03-22T00:00:00.000,2023-03-22T00:00:00.000,,,,,2023-03-22T00:00:00.000,44871987,Contratación régimen especial,Regla aplicable,86,día(s),,,,Cartagena,Gerencia de Compras y Almacén,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.41112211,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4204213,719761322,Presentación de oferta
MUNICIPIO DE SAN JERONIMO,890920814,Antioquia,San Jerónimo,Territorial,Centralizada,CO1.REQ.6343227,MC-030-2024,704277219,CO1.BDOS.6219534,SUMINISTRAR ALIMENTACIÓN Y HOSPEDAJE A PERSONAL DE LA FUERZA PÚBLICA; QUE APOYARÁ LAS ACCIONES DE SEGURIDAD Y ORDEN PÚBLICO EN EL MUNICIPIO DE SAN JERÓNIMO; ANTIOQUIA.,No definido,Presentación de oferta,2024-06-05T00:00:00.000,2024-06-05T00:00:00.000,,,,,2024-06-05T00:00:00.000,36400000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,190,día(s),2024-06-13T00:00:00.000,2024-06-13T00:00:00.000,2024-06-13T00:00:00.000,San Jerónimo,SERVICIOS ADMINISTRATIVOS Y DE GOBIERNO,0,0,6,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1953730,717658272,Antioquia,San Jerónimo,2024-06-18T00:00:00.000,36400000,CLAUDIA MARCELA MONSALVE DELGADO,MARTIN ABEL SANCHEZ GRISALES,No Definido,V1.50192701,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6228573,704277219,Adjudicado
UNIDAD DE GESTION PENSIONAL Y PARAFISCALES - UGPP,900373913,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.711527,CD-PS-223-2019,700620032,CO1.BDOS.690323,PRESTACIÓN DE SERVICIOS APOYO A LA GESTION,"PRESTAR LOS SERVICIOS COMO TÉCNICO PARA APOYAR  LA GESTIÓN ADMINISTRATIVA DE LA SUBDIRECCIÓN DE INTEGRACIÓN DE APORTES PARAFISCALES, ENCAMINADA AL DESARROLLO DE PROCESOS Y PROCEDIMIENTOS MISIONALES, QUE FACILITEN LA EJECUCIÓN DE LAS ACTIVIDADES DE SEGUIMIENTO, TRAZABILIDAD Y ACTUALIZACIÓN DE LA INFORMACIÓN ADELANTADOS POR LA UGPP.",Presentación de oferta,2019-01-23T00:00:00.000,2019-01-23T00:00:00.000,,,,,2019-01-23T00:00:00.000,25300000,Contratación directa,Servicios profesionales y apoyo a la gestión,11,Mes(es),,,,No Aplica,GRUPO DE CONTRATOS UGPP,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.683267,700620032,Presentación de oferta
CENTRO EDUCATIVO INDIGENA ALGODONCILLO,823005193,No Definido,No Definido,Nacional,Centralizada,CO1.REQ.9240874,CEIA-RE-PS-005-2025,705837268,CO1.BDOS.9076424,APOYO LOGISTICO,"PRESTACIÓN DE SERVICIOS DE APOYO LOGÍSTICO PARA EJECUTAR LA XVII JORNADA CULTURAL RESCATANDO LO QUE SOMOS ATRAVES DE LA INCLUSION, FORMANDO Y SEMBRANDO COSECHAS PARA LA CONSERVACION DE NUESTRA COSMOVISION EN EL CENTRO EDUCATIVO INDÍGENA ALGODONCILLO DEL MUNICIPIO DE SAN ANTONIO DE PAMITO, DEPARTAMENTO DE SUCRE",Presentación de oferta,2025-11-10T00:00:00.000,2025-11-10T00:00:00.000,,,,,2025-11-10T00:00:00.000,3700000,Contratación régimen especial,Decreto 092 de 2017,2,día(s),,,,Palmito,UNIDAD DE CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93141701,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9102993,705837268,Presentación de oferta
