entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
CAJA DE LA VIVIENDA POPULAR//,899999074,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.1962928,CVP-PS-350-2021,702217399,CO1.BDOS.1910180,CONTRATO DE PRESTACION DE SERVICIOS DE APOYO A LA GESTION,Prestar servicios de apoyo operativo y administrativo en las actividades asociadas a la implementación de los programas misionales de la Dirección de Reasentamientos.,Presentación de oferta,2021-04-13T00:00:00.000,2021-04-13T00:00:00.000,,,,,2021-04-13T00:00:00.000,9087600,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),,,,Bogotá,Procesos de selección,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1908136,702217399,Presentación de oferta
ESENTTIA S.A.,800059470,Bolívar,Cartagena,Nacional,Centralizada,CO1.REQ.7897166,4100035117,719761322,CO1.BDOS.7759457,KIT CILINDRO DIRECCION GRUA,KIT CILINDRO DIRECCION GRUA,Presentación de oferta,2025-03-05T00:00:00.000,2025-03-05T00:00:00.000,,,,,2025-03-05T00:00:00.000,10463355,Contratación régimen especial,Regla aplicable,0,día(s),,,,Cartagena,Gerencia de Compras y Almacén,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.25171710,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7774315,719761322,Presentación de oferta
MUNICIPIO DE SABANETA,890980331,Antioquia,Sabaneta,Territorial,Centralizada,CO1.REQ.3584646,SAB-01-2865-22,702585365,CO1.BDOS.3492200,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE LOS  PROGRAMAS TÉCNICOS EN CONTABILIDAD Y FINANZAS EN EL CEOGET; EN POS DE LA CONSOLIDACIÓN DE LOS PROGRAMAS DE FORMACIÓN PARA EL  TRABAJO Y,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE LOS 
PROGRAMAS TÉCNICOS EN CONTABILIDAD Y FINANZAS EN EL CEOGET, EN
POS DE LA CONSOLIDACIÓN DE LOS PROGRAMAS DE FORMACIÓN PARA EL 
TRABAJO Y DESARROLLO HUMANO.",Presentación de oferta,2022-11-10T00:00:00.000,2022-11-10T00:00:00.000,,,,,2022-11-10T00:00:00.000,5622750,Contratación directa,Servicios profesionales y apoyo a la gestión,37,día(s),,,,No Aplica,Secretaría de Educación y Cultura,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3508119,702585365,Presentación de oferta
MUNICIPIO DE CURILLO,800095757,Caquetá,Curillo,Territorial,Centralizada,CO1.REQ.6783380,126-CMC-2024,703933010,CO1.BDOS.6656097,UNIFORMDIDAD,"ADQUISICIÓN DE UNIFORMES PARA LOS PARTICIPANTES EN LA FASE ZONAL Y DEPARTAMENTAL DE LOS JUEGOS INTERCOLEGIADOS 2024, QUE REPRESENTARAN AL MUNICIPIO DE CURILLO CAQUETA",Presentación de oferta,2024-09-04T00:00:00.000,2024-09-04T00:00:00.000,,,,,2024-09-04T00:00:00.000,25621000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,15,día(s),2024-09-06T00:00:00.000,2024-09-06T00:00:00.000,2024-09-06T00:00:00.000,Curillo,OFICINA DE CONTRATACIÓN CURILLO,0,0,14,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2027403,722023025,Caquetá,Cartagena Del Chairá,2024-09-10T00:00:00.000,25621000,LUCAS CAQUIMBO LUNA,IDELFONSO LEAL GASCA,No Definido,V1.49161500,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6665216,703933010,Adjudicado
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**,900498879,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.8325642,CDPS-URT-3115-2025,700447030,CO1.BDOS.8179065,CDPS-URT-3098-2025 copia,"Prestar sus servicios profesionales con plena autonomía técnica y administrativa, con el objetivo de ejecutar y brindar apoyo en el proceso misional de restitución de tierras que han sido despojadas o abandonadas forzosamente. Esto incluye la realización de actividades comunitarias, procesos de formación y la recolección de pruebas sociales, integrando la perspectiva de Sujeto Colectivo, acción sin daño, enfoque diferencial y psicosocial, siguiendo los lineamientos establecidos por la Dirección",Presentación de oferta,2025-05-27T00:00:00.000,2025-05-27T00:00:00.000,,,,,2025-05-27T00:00:00.000,22535800,Contratación directa,Servicios profesionales y apoyo a la gestión,96,día(s),,,,Bogotá,UNIDAD DE RESTITUCION DE TIERRAS-CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8199714,700447030,Presentación de oferta
MUNICIPIO DE ENTRERRIOS,890982068,Antioquia,Entrerrios,Territorial,Centralizada,CO1.REQ.2462726,MINIMA CUANTIA 019-2021,704705029,CO1.BDOS.2389524,Uniformes y elementos de dotación.,Suministro de uniformes y elementos de dotación para la operación de los agentes de tránsito del municipio de Entrerríos.,Presentación de oferta,2021-11-17T00:00:00.000,2021-11-17T00:00:00.000,,,,,2021-11-17T00:00:00.000,3202200,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,20,día(s),2021-11-18T00:00:00.000,2021-11-18T00:00:00.000,2021-11-18T00:00:00.000,Entrerrios,SECRETARIA GENERAL Y DE GOBIERNO,0,0,2,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1177904,705140416,No Definido,No Definido,2021-11-22T00:00:00.000,3202200,Elisabeth Muñoz Moreno,DATOS Y GESTION E.A.T,No Definido,V1.46181705,Cerrado,Suministros,No Definido,"V110141606, V123141607, V146181507, V153101504, V153101602, V153101604, V153102502, V153102516, V153111501, V153111502",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2399489,704705029,Adjudicado
UNIVERSIDAD NACIONAL DE COLOMBIA,899999063,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.6565686,M-1424,700698038,CO1.BDOS.6440090,OSE_192_30165_2024,PRESTAR SERVICIOS PROFESIONALES PARA APOYAR EN LA ACTUALIZACIÓN DE PLATAFORMAS COMO GRUPLAC Y CVLAC Y APOYO EN EL PROCESO DE AVAL INSTITUCIONAL PARA LA CONVOCATORIA DE MEDICIÓN DE GRUPOS DE INVESTIGACIÓN REALIZADA POR MINCIENCIAS,Presentación de oferta,2024-07-25T00:00:00.000,2024-07-25T00:00:00.000,,,,,2024-07-25T00:00:00.000,5200000,Contratación régimen especial,Decreto 092 de 2017,0,día(s),,,,Bogotá,Medellin Fac. de minas,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.77101801,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6450321,700698038,Presentación de oferta
ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDÍO SAN JUAN DE DIOS,800000118,Quindío,Armenia,Nacional,Centralizada,CO1.REQ.7035168,CPS-2248-2024,713362234,CO1.BDOS.6904566,BLANCA NELLY GONZALEZ CARDONA,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA BRINDAR APOYO EN EL DESARROLLO DE ACTIVIDADES ADMINISTRATIVAS A CARGO DE LA OFICINA DE RECURSOS FÍSICOS DE LA E.S.E HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDÍO SAN JUAN DE DIOS,Presentación de oferta,2024-10-18T00:00:00.000,2024-10-18T00:00:00.000,,,,,2024-10-18T00:00:00.000,5706000,Contratación régimen especial,Regla aplicable,44,día(s),,,,No Aplica,CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6915035,713362234,Presentación de oferta
CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA - CAR.,899999062,Distrito Capital de Bogotá,No Definido,Corporación Autónoma,Descentralizada,CO1.REQ.3956421,OTH-CD-0912-2023,706081700,CO1.BDOS.3861127,Prestación de servicios profesionales para apoyar en el control; seguimiento y orientación a la ejecución de los Planes de Gestión Integral de Residuos Sólidos; en el marco del cumplimento de la activ,"Prestación de servicios profesionales para apoyar en el control, seguimiento y orientación a la ejecución de los Planes de Gestión Integral de Residuos Sólidos, en el marco del cumplimento de la actividad 19.7.1 de la DESCA.",Fase de ofertas,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,,,,,2023-01-27T00:00:00.000,49130642,Contratación directa,Servicios profesionales y apoyo a la gestión,11,Mes(es),,,,Bogotá,TALENTO HUMANO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3864172,706081700,Fase de ofertas
GOBERNACIÓN DE RISARALDA**,891480085,Risaralda,Pereira,Territorial,Centralizada,CO1.REQ.1616633,SA-IPMC-66-2020,702280165,CO1.BDOS.1568027,INSUMOS; REACTIVOS Y MATERIALES CIDAR,"SUMINISTRO DE INSUMOS, REACTIVOS Y MATERIALES PARA EL CENTRO INTEGRAL DE DIAGNOSTICO AGROPECUARIO DE RISARALDA - CIDAR.",Presentación de oferta,2020-11-24T00:00:00.000,2020-11-24T00:00:00.000,,,,,2020-11-24T00:00:00.000,49823398,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,20,día(s),2020-11-25T00:00:00.000,2020-11-25T00:00:00.000,2020-11-25T00:00:00.000,Pereira,SECRETARÍA ADMINISTRATIVA,0,0,5,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.899203,703158386,Risaralda,Pereira,2020-12-01T00:00:00.000,49682579,LUZ DIAZ,Requim SAS,800157163,V1.42161500,Cerrado,Suministros,No Definido,V141102600,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1574807,702280165,Adjudicado
ALCALDIA MUNICIPIO DE CAJICA,899999465,Cundinamarca,Cajicá,Territorial,Centralizada,CO1.REQ.4280708,LP-002-2023,703747063,CO1.BDOS.4182755,LP-002-2023,PRESTACIÓN DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO GENERAL (INCLUYE REPUESTOS) DEL PARQUE AUTOMOTOR Y MAQUINARIA DE LA ADMINISTRACIÓN MUNICIPAL DE CAJICÁ,Presentación de observaciones,2023-03-17T00:00:00.000,2023-03-17T00:00:00.000,,,,2023-03-17T00:00:00.000,,848480000,Licitación pública,Ley 1150 de 2007,7,Mes(es),2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,Cajicá,Dirección de Contratación,0,0,97,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81101700,Cerrado,Prestación de servicios,No Definido,"V123242300, V124141500, V125171700, V125172500, V125172800, V125191700, V125191800, V126101400, V127111700, V127112100, V127112700, V127112800, V131151600, V131152000, V131171500, V131171700, V132101600, V139111800, V139121900, V140161500, V172154500, V178181500, V181101600",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4185941,703747063,Presentación de observaciones
Departamento Administrativo de Jurídica,8903990295,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.7944852,DAJ 157 2025,706013026,CO1.BDOS.7806853,DAJ 158 2025     copia,"PRESTAR SERVICIOS PROFESIONALES COMO ABOGADO EN LA SUBDIRECCIÓN DE REPRESENTACIÓN JUDICIAL DEL DEPARTAMENTO ADMINISTRATIVO DE JURIDICA, EN DESARROLLO DEL PROYECTO FORTALECIMIENTO DE LA DEFENSA JURIDICA DE LA GOBERNACIÓN DEL VALLE DEL CAUCA",Presentación de oferta,2025-03-12T00:00:00.000,2025-03-12T00:00:00.000,,,,,2025-03-12T00:00:00.000,12000000,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),,,,Cali,DEPARTAMENTO ADMINISTRATIVO DE JURIDICA VALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7821672,706013026,Presentación de oferta
INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO - IDIGER,800154275,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.7814385,FONDIGER-005-2025,702492034,CO1.BDOS.7677479,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION,"Prestar servicios de apoyo a la gestión en el desarrollo de las actividades operativas que sean requeridos en la atención de situaciones de emergencia, calamidad, desastre o actividades de gestión del riesgo en la operación de Centro Distrital Logístico y de Reserva, en el marco del Sistema Distrital de Gestión de Riesgo y Cambio Climático - SDGR-CC y la EDRE",Presentación de oferta,2025-02-26T00:00:00.000,2025-02-26T00:00:00.000,,,,,2025-02-26T00:00:00.000,16494000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,Bogotá,OFICINA JURIDICA,0,0,0,0,0,0,0,0,0,En aprobación,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7728687,702492034,Presentación de oferta
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARCOS DE CHINCHINA,890802036,Caldas,Chinchiná,Corporación Autónoma,Centralizada,CO1.REQ.7338897,0886-2024,704659473,CO1.BDOS.7202367,DANIELA ARIAS RAMIREZ,PRESTACION DE SERVICIOS DE APOYO COMO AUXILIAR DE RADICACIÓN DE CUENTAS EN EL PROCESO DE FACTURACIÓN DE LA E.S.E HOSPITAL SAN MARCOS DE CHINCHINÁ,Presentación de oferta,2024-12-18T00:00:00.000,2024-12-18T00:00:00.000,,,,,2024-12-18T00:00:00.000,4000000,Contratación régimen especial,Decreto 092 de 2017,2,Mes(es),,,,Chinchiná,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.84111506,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7222530,704659473,Presentación de oferta
ALCALDIA MUNICIPAL DE LA LLANADA,8001498940,Nariño,La Llanada,Territorial,Centralizada,CO1.REQ.7094219,MC_059-2024,709823447,CO1.BDOS.6962243,SUMINISTRO E INSTALACION DE MATERIALES DE REPARACIÓN PARA LAS LUMINARIAS  DEL ALUMBRADO PUBLICO EN EL CORREGIMINETO DEL VERGEL MUNICIPIO DE LA LLANADA - NARIÑO,SUMINISTRO E INSTALACION DE MATERIALES DE REPARACIÓN PARA LAS LUMINARIAS  DEL ALUMBRADO PUBLICO EN EL CORREGIMINETO DEL VERGEL MUNICIPIO DE LA LLANADA - NARIÑO,Presentación de oferta,2024-10-30T00:00:00.000,2024-10-30T00:00:00.000,,,,,2024-10-30T00:00:00.000,10270000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,15,día(s),2024-11-01T00:00:00.000,2024-11-01T00:00:00.000,2024-11-01T00:00:00.000,La Llanada,EQUIPO PARA MINIMA CUANTIA,0,0,9,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2077501,727933392,Nariño,Pasto,2024-11-05T00:00:00.000,10270000,JUAN CARLOS TAPIA AYALA,WILLIAM BENITO CADENA VERDUGO,No Definido,V1.39101600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6973223,709823447,Adjudicado
ADRES,901037916,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.2194145,ADRES-CD-408-2021,701594715,CO1.BDOS.2134210,Profesional apoyo transversal,"Prestar servicios profesionales a la Dirección de Otras Prestaciones de la ADRES apoyando las actividades relacionadas con el seguimiento y trámite de los resultados de los procesos de reconocimiento y pago de los servicios y tecnologías en salud no financiadas con la UPC o con presupuestos máximos, reclamaciones de servicios médicos, indemnizaciones y gastos derivados de accidentes de tránsito ocasionados por vehículos sin identificar o sin SOAT, eventos catastróficos de origen natural, eventos",Fase de ofertas,2021-07-30T00:00:00.000,2021-07-30T00:00:00.000,,,,,2021-07-30T00:00:00.000,45900000,Contratación directa,Servicios profesionales y apoyo a la gestión,152,día(s),,,,No Aplica,DIRECCIÓN ADMINISTRATIVA Y FINANCIERA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93151501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2136883,701594715,Fase de ofertas
CONCEJO DISTRITAL DE SANTIAGO DE CALI,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.3889031,100.8.4.5.2023,702892266,CO1.BDOS.3793740,PRESTACION DE SERVICIOS Y/O APOYO A LA GESTION,Prestar Servicios de apoyo a la gestión como asistencial en la unidad de apoyo normativo de la honorable concejal Alexandra Hernández Cedeño en el Concejo Distrital de Santiago de Cali.,Presentación de oferta,2023-01-19T00:00:00.000,2023-01-19T00:00:00.000,,,,,2023-01-19T00:00:00.000,10500000,Contratación directa,Servicios profesionales y apoyo a la gestión,360,día(s),,,,Cali,CONCEJO DISTRITAL DE SANTIAGO DE CALI,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3795709,702892266,Presentación de oferta
Industrias Cárnicas del Oriente S.A.,900014646,Antioquia,Rionegro,Territorial,Centralizada,CO1.REQ.8499843,0992-2025,707931580,CO1.BDOS.8349724,ELEMENTOS PARA SACRIFICIO,ELEMENTOS PARA SACRIFICIO,Presentación de oferta,2025-07-02T00:00:00.000,2025-07-02T00:00:00.000,,,,,2025-07-02T00:00:00.000,4970000,Contratación régimen especial,Decreto 092 de 2017,1,día(s),,,,Rionegro,Incarosa,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.73131600,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8371407,707931580,Presentación de oferta
E.S.E HOSPITAL LOCAL DE SALAMINA,8190013523,Magdalena,Salamina,Territorial,Centralizada,CO1.REQ.7569290,OPS-015-2025,706124153,CO1.BDOS.7434303,ANA MILENA PALMA OROZCO,"PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL EN
EL AREA DE CONSULTA EXTERNA EN LA ESE HOSPITAL LOCAL DE
SALAMINA-MAGDALENA",Presentación de oferta,2025-01-25T00:00:00.000,2025-01-25T00:00:00.000,,,,,2025-01-25T00:00:00.000,18000000,Contratación régimen especial,Regla aplicable,3,Mes(es),,,,No Aplica,ANA CAROLINA SEVERINI NAVARRO,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7448703,706124153,Presentación de oferta
GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,892400038,"San Andrés, Providencia y Santa Catalina",San Andrés,Territorial,Centralizada,CO1.REQ.6322208,CD-OPC-2031-2024,702318460,CO1.BDOS.6198898,Prestar sus servicios de apoyo a la gestión,Ofrecer apoyo en la Oficina de Prensa y comunicaciones en la organización y logística en las diferentes acciones y eventos del gobierno departamental.,Presentación de oferta,2024-05-30T00:00:00.000,2024-05-30T00:00:00.000,,,,,2024-05-30T00:00:00.000,13759776,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,San Andrés,Oficina de Prensa,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6207607,702318460,Presentación de oferta
EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,901065380,Risaralda,Pereira,Territorial,Centralizada,CO1.REQ.6896625,076-2024,702062076,CO1.BDOS.6767281,PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS COMO INGENIERO INDUSTRIAL PARA DESARROLLAR LAS ACTIVIDADES DE PLANEACIÓN; MIPG Y GESTIÓN DE LA INFORMACIÓN DE LA EMPRESA.,"PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS COMO INGENIERO
INDUSTRIAL PARA DESARROLLAR LAS ACTIVIDADES DE PLANEACIÓN, MIPG Y GESTIÓN DE LA
INFORMACIÓN DE LA EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP.",Presentación de oferta,2024-09-24T00:00:00.000,2024-09-24T00:00:00.000,,,,,2024-09-24T00:00:00.000,9392000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),,,,No Aplica,EMPRESA DE DESARROLLO URBANO DE PEREIRA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6778063,702062076,Presentación de oferta
ALCALDÍA MUNICIPIO DE BELLO,890980112,Antioquia,Bello,Territorial,Descentralizada,CO1.REQ.4134544,CD-0167-2023,703426569,CO1.BDOS.4038610,CD-0167-2023,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA IMPLEMENTACIÓN DEL PROGRAMA DE GESTIÓN DOCUMENTAL Y EL DESARROLLO DE LOS PROCESOS ARCHIVISTICOS EN LA SECRETARÍA GENERAL DE LA ALCLADÍA DE BELLO.,Fase de ofertas,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,,,,,2023-02-20T00:00:00.000,15652000,Contratación directa,Servicios profesionales y apoyo a la gestión,210,día(s),,,,No Aplica,SECRETARIA GENERAL+++,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4039568,703426569,Fase de ofertas
EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,890904996,Antioquia,Medellín,Territorial,Centralizada,CO1.REQ.5090111,2781380,705911287,CO1.BDOS.4978410,sombrero tipo safari en dril color verde oliva proteccion cabeza,sombrero tipo safari en dril color verde oliva proteccion cabeza,Presentación de oferta,2023-09-23T00:00:00.000,2023-09-23T00:00:00.000,,,,,2023-09-23T00:00:00.000,1724640,Contratación régimen especial,Regla aplicable,0,día(s),,,,Medellín,Unidad Compras Operativas,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.53102503,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4989108,705911287,Presentación de oferta
